Date,Time,Temperature,Humidity,Soil,WaterLevel,Watering
2019-05-02,20:33:45,24.4,22,58,0,0
2019-05-02,20:38:45,24,23,58,0,0
2019-05-02,20:43:45,23.7,24,58,0,0
2019-05-02,20:48:45,23.3,24,58,0,0
2019-05-02,20:53:45,22.9,25,58,0,0
2019-05-02,20:58:45,22.6,26,58,0,0
2019-05-02,21:03:45,22.3,27,58,0,0
2019-05-02,21:08:45,22,28,58,0,0
2019-05-02,21:13:45,21.7,27,58,0,0
2019-05-02,21:18:45,21.4,28,58,0,0
2019-05-02,21:23:45,21.2,28,58,1,0
2019-05-02,21:28:45,20.9,28,58,0,0
2019-05-02,21:33:45,20.7,28,58,0,0
2019-05-02,21:38:45,20.5,28,57,0,0
